Month,Avg. Temp,Min. Temp,Max. Temp,Precip.
"August, 2014",67,55.5,78.6,0.08
"July, 2014",68,55.6,80.5,0.02
"June, 2014",64.7,50.6,78.8,0
"May, 2014",61.9,48.2,75.5,0.05
"April, 2014",57,45.3,68.6,1.84
"March, 2014",54.9,44.5,65.2,5.42
"February, 2014",51.2,42.8,59.7,12.65
"January, 2014",53.5,39.8,67.1,0.25
"December, 2013",47.8,34.5,61,0.61
"November, 2013",54.7,42.3,67.1,1.51
"October, 2013",59.2,44.6,73.8,0
"September, 2013",64.6,51.9,77.4,0.69
"August, 2013",66.1,53.4,78.8,0.01
"July, 2013",66,53.1,78.9,0.02
"June, 2013",64.6,51.8,77.3,1.21
"May, 2013",60.5,47.4,73.7,0.29
"April, 2013",58,45.5,70.4,1.67
"March, 2013",52.7,41.2,64.1,2.33
"February, 2013",49.4,37,61.9,0.56
"January, 2013",46.4,35.3,57.4,1.22
"December, 2012",47.2,39.6,54.7,14.22
"November, 2012",54.2,45.2,63.2,10.85
"October, 2012",61.4,49.5,73.4,2
"September, 2012",63.7,49,78.3,0
"August, 2012",66.5,52.1,80.9,0
"July, 2012",65.5,51.6,79.4,0.01
"June, 2012",62.5,48.7,76.3,0.04
"May, 2012",59.5,46.1,72.9,0.24
"April, 2012",54.1,43.6,64.6,2.9
"March, 2012",48.8,40,57.6,10.39
"February, 2012",50.2,39,61.3,2.3
"January, 2012",48.7,37.4,60.1,8.08
"December, 2011",47.7,35.1,60.2,0.28
"November, 2011",50.2,40.1,60.2,3.14
"October, 2011",61.1,50,72.2,2.46
"September, 2011",67.5,52.6,82.3,0.01
"August, 2011",65.4,52.6,78.2,0
"July, 2011",65.1,53.5,76.8,0.02
"June, 2011",60.8,49.7,72,1.38
"May, 2011",55.4,43.7,67,2.61
"April, 2011",52.8,42.2,63.3,0.71
"March, 2011",49.4,41.8,57,13.06
"February, 2011",47,36.3,57.6,6.78
"January, 2011",48.6,39,58.2,2.4
"December, 2010",49.1,43.7,54.5,12.04
"November, 2010",52,41.9,62.1,4.18
"October, 2010",60,49.4,70.5,5.43
"September, 2010",66.2,51.3,81.2,0.11
"August, 2010",64.2,51.4,77.1,0.01
"July, 2010",64.3,51.9,76.7,0.01
"June, 2010",63.5,50.9,76.1,0.08
"May, 2010",54.5,43,65.9,2.58
"April, 2010",50.8,40.6,61.1,6.9
"March, 2010",50.4,39.6,61.2,4.32
"February, 2010",50.2,42.4,58.1,6.41
"January, 2010",48.4,42.5,54.4,14.86
"December, 2009",46,38.4,53.6,4.16
"November, 2009",52.4,41.1,63.6,1.59
"October, 2009",59.1,47.9,70.4,4.25
"September, 2009",67.7,52,83.4,0.19
"August, 2009",67.2,52.9,81.5,0
"July, 2009",65.9,51.6,80.1,0.01
"June, 2009",62.3,49.8,74.8,0.04
"May, 2009",60.1,48,72.2,3.25
"April, 2009",54.1,41.5,66.7,0.78
"March, 2009",51,40.3,61.7,3.63
"February, 2009",48.3,40.2,56.4,10.85
"January, 2009",49.6,38,61.3,0.78
"December, 2008",44.9,36.2,53.6,4.13
"November, 2008",55.3,45.9,64.7,3.99
"October, 2008",61.5,47.3,75.6,1.46
"September, 2008",65.7,51.1,80.3,0.07
"August, 2008",68.7,53.9,83.4,0
"July, 2008",67,52.9,81.1,0
"June, 2008",64.5,49.5,79.5,0
"May, 2008",59.7,47.1,72.2,0.05
"April, 2008",53,39.6,66.5,0.31
"March, 2008",50.9,38.9,63,0.37
"February, 2008",48.8,38.8,58.8,4.69
"January, 2008",45.7,38.8,52.5,15.81
"December, 2007",46.2,37.8,54.5,7.01
"November, 2007",54,42.3,65.6,0.76
"October, 2007",57.5,46.6,68.4,3.62
"September, 2007",63.6,50.8,76.4,0.1
"August, 2007",67.6,53.5,81.6,0
"July, 2007",67.2,53.3,81,0.09
"June, 2007",63.7,49.6,77.8,0
"May, 2007",59.4,46.4,72.4,0.53
"April, 2007",54.8,42.7,67,2.44
"March, 2007",54.9,42.2,67.6,0.42
"February, 2007",48.7,40.5,57,11.19
"January, 2007",46.1,34.4,57.8,0.64
"December, 2006",47.4,38.3,56.6,7.91
"November, 2006",52.6,43.7,61.6,4.18
"October, 2006",58.8,46,71.5,0.5
"September, 2006",64.7,50.9,78.6,0
"August, 2006",65.2,51.6,78.9,0
"July, 2006",69.9,54.8,85.1,0.01
"June, 2006",65.9,52.5,79.2,0.01
"May, 2006",59.2,46.8,71.6,0.6
"April, 2006",52.7,44.3,61,8.9
"March, 2006",46,38.4,53.6,12.82
"February, 2006",50,38.8,61.1,5.89
"January, 2006",48.8,40.8,56.9,7.35
"December, 2005",49.7,42.5,56.8,21.89
"November, 2005",54.1,43.2,65.1,3.55
"October, 2005",59.6,47.2,72.1,1.42
"September, 2005",62.6,49.6,75.6,0
"August, 2005",66.3,52.1,80.6,0.01
"July, 2005",68.4,54.3,82.6,0
"June, 2005",60.7,49.7,71.6,1
"May, 2005",58.4,47.9,68.8,5.51
"April, 2005",52.7,41.5,63.9,2.66
"March, 2005",53.8,44.1,63.5,7.64
"February, 2005",51.3,43.4,59.2,5.27
"January, 2005",46.5,39.3,53.7,6.65
"December, 2004",48.9,40.8,57.1,12.96
"November, 2004",51.7,42.2,61.2,2.76
"October, 2004",58.5,47.3,69.7,4.8
"September, 2004",67.4,52.4,82.4,0.09
"August, 2004",68.2,54.7,81.8,0
"July, 2004",66.3,53.5,79,0.01
"June, 2004",63.8,50.2,77.3,0.01
"May, 2004",59.5,47,72,0.08
"April, 2004",56.3,43.9,68.7,1.24
"March, 2004",57.4,44.7,70.1,1.81
"February, 2004",48.6,40.7,56.4,12.37
"January, 2004",47.4,40.3,54.6,5.49
"December, 2003",48.2,41.7,54.7,16.88
"November, 2003",49.5,41,57.9,4.15
"October, 2003",63.4,48.2,78.6,0.04
"September, 2003",67.3,53.4,81.2,0.06
"August, 2003",67,53.6,80.4,0.07
"July, 2003",68.6,53.4,83.8,0.03
"June, 2003",63.8,50.8,76.9,0.01
"May, 2003",58.3,46,70.6,1.14
"April, 2003",49,40.3,57.8,7.17
"March, 2003",52.7,42.2,63.3,3.62
"February, 2003",49.4,39,59.7,2.47
"January, 2003",52,45.1,59,6.31
"December, 2002",49,42,56,21.36
"November, 2002",54.7,44,65.5,4.4
"October, 2002",59.8,46.5,73.1,0.03
"September, 2002",65.4,50.2,80.6,0
"August, 2002",66.3,52.7,79.9,0.01
"July, 2002",66.8,53,80.6,0
"June, 2002",64.1,50.2,77.9,0
"May, 2002",57.5,44.6,70.4,1.03
"April, 2002",54.1,43.8,64.4,0.64
"March, 2002",50.3,39.7,60.9,3.59
"February, 2002",50.5,39.8,61.2,2.7
"January, 2002",46.6,38.1,55.2,5.85
"December, 2001",48.9,43.2,54.6,14.98
"November, 2001",53.8,45.6,62,10.66
"October, 2001",62.4,49.6,75.1,1.77
"September, 2001",64.6,51.3,77.9,0.22
"August, 2001",67,52.6,81.4,0
"July, 2001",65.6,52.3,78.8,0
"June, 2001",65.5,51,79.9,0.53
"May, 2001",64,49.1,78.9,0
"April, 2001",51.5,39.8,63.2,1.31
"March, 2001",54,42.9,65,2.85
"February, 2001",47.8,39.1,56.4,9.22
"January, 2001",45.8,35.7,55.9,7.26
"December, 2000",48.8,38.8,58.8,1.34
"November, 2000",49.5,39.7,59.2,1.6
"October, 2000",58.7,48.2,69.2,3.63
"September, 2000",65.8,52.3,79.3,0.37
"August, 2000",66.2,52.4,79.9,0.01
"July, 2000",64.3,51.1,77.5,0
"June, 2000",64.1,51.3,76.9,0.37
"May, 2000",59.3,47.7,71,1.86
"April, 2000",55.8,44.5,67,3.1
"March, 2000",52.1,41.5,62.7,3.28
"February, 2000",50.3,44.2,56.5,15.29
"January, 2000",49,42,55.9,8.33
"December, 1999",48.6,36.7,60.5,1.12
"November, 1999",54.1,45.7,62.4,5.93
"October, 1999",62.1,47.9,76.3,1.27
"September, 1999",65.4,52.2,78.6,0.12
"August, 1999",65.7,52.6,78.8,0.02
"July, 1999",64.2,51.2,77.3,0
"June, 1999",61.8,48.3,75.3,0.09
"May, 1999",56.3,44.2,68.3,0.13
"April, 1999",53.4,42.2,64.6,2.98
"March, 1999",47.5,38.8,56.2,6.16
"February, 1999",46.7,38.9,54.6,13.82
"January, 1999",46.7,37.9,55.5,5.8
"December, 1998",45.4,35.5,55.4,2.23
"November, 1998",50.9,43.3,58.5,8.4
"October, 1998",58.4,46,70.8,1.38
"September, 1998",65.6,53.7,77.3,0.09
"August, 1998",69,53.5,84.4,0
"July, 1998",66.6,53.5,79.6,0
"June, 1998",61.2,52,70.5,0.05
"May, 1998",54,45.7,62.4,5.46
"April, 1998",52.5,42.3,62.6,3.47
"March, 1998",51.5,42.3,60.7,4.98
"February, 1998",48.4,42.3,54.5,24.59
"January, 1998",49.8,44.9,54.7,17.02
"December, 1997",48.4,39.9,57,4.38
"November, 1997",54.5,46.8,62.2,11.06
"October, 1997",59.5,48.1,70.9,1.97
"September, 1997",67.4,54,80.8,0.46
"August, 1997",67.1,54.4,79.7,0.62
"July, 1997",66.9,53.8,80,0
"June, 1997",64,51.5,76.5,0.57
"May, 1997",63,49.8,76.1,0.78
"April, 1997",55.8,44.7,67,1.28
"March, 1997",53.8,42.2,65.5,2.21
"February, 1997",50.7,40.4,61.1,0.83
"January, 1997",48.7,41.8,55.5,14.6
"December, 1996",50.2,43.5,56.8,19.03
"November, 1996",53.7,44.8,62.7,5.09
"October, 1996",60,47.8,72.2,1.5
"September, 1996",64,51,76.9,0.15
"August, 1996",67.7,52.4,83,0
"July, 1996",68.2,54.1,82.4,0
"June, 1996",63.9,50,77.8,0.03
"May, 1996",59,47.2,70.7,3.67
"April, 1996",55.7,44.6,66.7,4.6
"March, 1996",53.4,42.8,63.9,3.52
"February, 1996",51.7,44.5,58.9,12.58
"January, 1996",48.6,40.7,56.4,11.08
"December, 1995",50.5,43.9,57.1,13.71
"November, 1995",56.6,45.4,67.9,0.5
"October, 1995",61.7,48.1,75.3,0.01
"September, 1995",65.8,52.8,78.8,0
"August, 1995",67.2,52.5,81.9,0
"July, 1995",67.3,54.3,80.3,0
"June, 1995",62,50.8,73.1,0.73
"May, 1995",56.8,47.3,66.3,2.37
"April, 1995",53.1,43.1,63,3.8
"March, 1995",50.5,42,59,18.52
"February, 1995",52.5,44.4,60.7,0.79
"January, 1995",50.4,46.2,54.7,28.41
"December, 1994",44.6,37,52.3,5.61
"November, 1994",46.5,37.3,55.8,9.34
"October, 1994",59.1,46.3,71.8,1.09
"September, 1994",64.9,51.3,78.4,0.02
"August, 1994",66.6,50.7,82.5,0
"July, 1994",64.4,51.2,77.5,0.01
"June, 1994",63,48.5,77.5,0.06
"May, 1994",58.1,46.8,69.5,1.25
"April, 1994",54.7,43.2,66.2,2.56
"March, 1994",53.3,41.8,64.8,0.57
"February, 1994",47.2,37.7,56.6,7.21
"January, 1994",48.4,39,57.7,4.71
"December, 1993",46.1,37.2,55,5.83
"November, 1993",52.1,40.3,63.9,3.67
"October, 1993",61.5,50.1,72.8,1.32
"September, 1993",64.8,49.9,79.7,0
"August, 1993",67.4,53.6,81.2,0
"July, 1993",66.1,52.8,79.4,0.01
"June, 1993",65.1,51.9,78.2,1.24
"May, 1993",59.1,49.2,69,2.74
"April, 1993",54.1,43.9,64.3,2.43
"March, 1993",54.3,45.2,63.4,3.9
"February, 1993",47.8,39.8,55.7,9.06
"January, 1993",45.5,37.5,53.6,15.47
"December, 1992",45.5,37.7,53.4,12.94
"November, 1992",53.6,42.9,64.2,0.82
"October, 1992",62.9,51.2,74.6,3.93
"September, 1992",66,51.9,80,0.02
"August, 1992",67.5,53.3,81.6,0
"July, 1992",66.5,54.1,78.9,0
"June, 1992",62.7,51.5,73.9,1.1
"May, 1992",62,49.5,74.4,0.02
"April, 1992",57.1,46,68.1,2.07
"March, 1992",53.2,44.6,61.9,5.82
"February, 1992",52.6,44.3,60.9,11.89
"January, 1992",45.8,37.2,54.4,3.08
"December, 1991",47.1,37.2,57,4.56
"November, 1991",54.2,42.5,65.9,2.06
"October, 1991",62.6,48.5,76.7,2.47
"September, 1991",65.8,52.4,79.1,0.01
"August, 1991",65.1,52.9,77.3,0.1
"July, 1991",65.9,53.1,78.7,0.01
"June, 1991",60.6,47.4,73.8,0.71
"May, 1991",56,44,68,0.27
"April, 1991",52.8,41.4,64,0.7
"March, 1991",47.9,40,55.8,17.21
"February, 1991",52.8,41.8,63.8,5.08
"January, 1991",47.4,36.4,58.5,1.14
"December, 1990",42,30,54,1.56
"November, 1990",52.7,39.7,65.7,0.58
"October, 1990",61.6,46.7,76.6,0.74
"September, 1990",66.6,52.5,80.6,0.22
"August, 1990",67.5,55,80,0.02
"July, 1990",66.9,53.6,80.2,0
"June, 1990",63.5,50,76.9,0.01
"May, 1990",57.6,46.3,68.9,5.74
"April, 1990",56.8,46.2,67.4,0.49
"March, 1990",51.4,41.3,61.4,2.04
"February, 1990",46.3,36.3,56.3,4.19
"January, 1990",47.4,38.1,56.7,7.86
"December, 1989",46.6,35.3,57.9,0
"November, 1989",53.6,41.1,66.1,2.27
"October, 1989",58.7,46.8,70.5,4.09
"September, 1989",62.7,51.2,74.2,1.84
"August, 1989",65.5,52.3,78.6,0.01
"July, 1989",66.2,50.6,81.8,0
"June, 1989",62.9,50.9,74.9,0.36
"May, 1989",57.9,45.7,70.1,0.2
"April, 1989",57,45.9,68,1.69
"March, 1989",51.2,43.6,58.8,12.52
"February, 1989",44.9,35.6,54.2,1.46
"January, 1989",46,35.6,56.3,1.79
"December, 1988",47.3,37.6,57,4.74
"November, 1988",52.6,45.3,60,7.25
"October, 1988",60.7,49.2,72.2,0.35
"September, 1988",64.5,49.9,79.2,0
"August, 1988",66.5,53.5,79.4,0
"July, 1988",68.9,54.3,83.4,0
"June, 1988",62.6,50.1,75.1,0.56
"May, 1988",56.9,45,68.9,0.95
"April, 1988",54.8,44.1,65.5,2.66
"March, 1988",54.2,40.8,67.6,0.19
"February, 1988",52.2,39.1,65.2,0.65
"January, 1988",47.7,39.7,55.7,9.35
"December, 1987",47.2,41.1,53.3,11.59
"November, 1987",52.5,43.3,61.8,4.85
"October, 1987",62.9,51.2,74.7,1.96
"September, 1987",65.2,51.2,79.1,0
"August, 1987",65.5,52.9,78,0
"July, 1987",63.6,51.1,76.1,0
"June, 1987",63.5,50.2,76.7,0.02
"May, 1987",61.1,48.3,73.8,0.14
"April, 1987",57.3,43.5,71.1,0.21
"March, 1987",50.7,40.8,60.6,7.61
"February, 1987",50.2,40.3,60.1,6.36
"January, 1987",46.6,37.6,55.6,6.78
"December, 1986",47.3,38.3,56.3,3.27
"November, 1986",54.6,41.3,68,0.32
"October, 1986",60.4,48.6,72.1,0.82
"September, 1986",60.5,49.9,71,1.77
"August, 1986",65.6,52.9,78.2,0
"July, 1986",65.1,51.9,78.4,0
"June, 1986",63.5,51.8,75.3,0.01
"May, 1986",58.1,46.2,70,0.66
"April, 1986",54.1,43.6,64.7,1.04
"March, 1986",55.1,45,65.1,9.02
"February, 1986",52.8,45.4,60.1,20.66
"January, 1986",50.7,43.5,57.8,9.81
"December, 1985",44.5,35.8,53,4.9
"November, 1985",48.9,39.7,58,5.73
"October, 1985",59.2,46.9,71.5,2.01
"September, 1985",62.2,50.6,73.8,1.35
"August, 1985",64.6,50.6,78.6,0.01
"July, 1985",67.5,53.5,81.6,0.05
"June, 1985",65.2,51.4,79,0.04
"May, 1985",56.8,44,69.5,0.05
"April, 1985",57,45.6,68.3,0.37
"March, 1985",48.5,39,58,6.68
"February, 1985",50.6,38.9,62.4,3.73
"January, 1985",44.8,36,53.7,1.42
"December, 1984",45.3,37.2,53.4,2.84
"November, 1984",50.3,43.1,57.5,14.34
"October, 1984",57.7,47.1,68.2,2.98
"September, 1984",69.3,53.4,85.2,0.18
"August, 1984",67.5,53.1,81.8,0.26
"July, 1984",68.6,54.6,82.5,0
"June, 1984",62.7,49.1,76.2,0.4
"May, 1984",61,47.6,74.3,0.34
"April, 1984",52.6,41.5,63.6,1.96
"March, 1984",54.2,43.5,65,3.39
"February, 1984",48.3,39.3,57.3,3.57
"January, 1984",48.8,40.4,57.2,0.75
"December, 1983",49.4,44.9,53.9,16.24
"November, 1983",51.3,44.4,58.1,15.6
"October, 1983",62.3,50.4,74.1,1.26
"September, 1983",67.8,55.4,80.2,0.67
"August, 1983",67.9,55,80.7,0.59
"July, 1983",66.4,53,79.9,0.02
"June, 1983",63.1,50.1,76.1,0.02
"May, 1983",57.3,45.7,68.9,0.77
"April, 1983",50.3,41.5,59.2,6.26
"March, 1983",49.9,43.9,55.9,20.57
"February, 1983",50.5,44.5,56.4,13.75
"January, 1983",46.6,39.7,53.4,13.06
"December, 1982",46.5,38.4,54.5,7.26
"November, 1982",49.2,40.9,57.5,10.32
"October, 1982",59.5,47.8,71.2,5.25
"September, 1982",65,52.1,77.9,1
"August, 1982",66.6,52.1,81.1,0.06
"July, 1982",65.1,51.5,78.7,0.01
"June, 1982",59,48.6,69.4,0.08
"May, 1982",57.9,45.2,70.5,0.01
"April, 1982",51.9,41.9,61.8,6.39
"March, 1982",48.3,39.5,57.1,9.36
"February, 1982",49.7,40.4,59,6.98
"January, 1982",43.8,35.6,51.9,10.88
"December, 1981",49.8,43.7,55.9,14.09
"November, 1981",54.1,46.7,61.5,12.46
"October, 1981",57.3,45.6,69.1,4.47
"September, 1981",64.7,52.1,77.3,0.56
"August, 1981",66.7,52.5,80.9,0
"July, 1981",65.4,51.1,79.8,0.05
"June, 1981",68,54.1,81.9,0
"May, 1981",59.3,47,71.5,0.78
"April, 1981",54.9,43,66.8,0.37
"March, 1981",50.8,42.1,59.5,5.1
"February, 1981",51.2,42.3,60,3.78
"January, 1981",48.8,42.3,55.4,10.38
"December, 1980",48.4,39.4,57.5,7.58
"November, 1980",53.7,42.3,65.2,0.8
"October, 1980",61.2,47.4,75,0.7
"September, 1980",63.7,50.6,76.9,0.03
"August, 1980",63.8,51.4,76.1,0
"July, 1980",65.6,51.8,79.3,0.04
"June, 1980",59.8,47.2,72.5,0.28
"May, 1980",56.2,44.5,68,0.41
"April, 1980",53.6,42.6,64.6,3.02
"March, 1980",50.8,40.7,60.9,2.28
"February, 1980",51.9,45.2,58.5,13.4
"January, 1980",48.2,40.9,55.4,9.78
